zip_code,percent_change,equity_risk,2008_avg_salespr,2009_avg_salespr,2010_avg_salespr,2011_avg_salespr,2012_avg_salespr,2013_avg_salespr,2014_avg_salespr,2015_avg_salespr,2016_avg_salespr,2017_avg_salespr,2018_avg_salespr,2019_avg_salespr
28034,-0.367525412164154,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,130259.02750000001,122183.33333333333,143575.0,154758.33333333334
11552,0.772637232965645,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,313274.09333333344,373366.6666666667,395533.3333333333,410441.6666666667,415291.6666666667,465075.0,486075.0
60140,-0.0711574021271573,False,251217.92599999998,226411.61916666682,214521.99833333338,185808.33333333334,178966.66666666666,186391.66666666666,208750.0,185450.0,188591.66666666666,203975.0,217408.33333333334,223100.0
11010,0.927506230691745,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,322633.8583333334,400925.0,426316.6666666667,447791.6666666667,474075.0,502650.0,534008.3333333334
64064,0.15538957296378,True,251217.92599999998,226411.61916666682,224630.49916666676,215507.10249999975,204333.33333333334,196958.33333333334,218016.66666666666,224491.66666666666,246358.33333333334,253633.33333333334,276050.0,284066.6666666667
17025,-0.306246312344474,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,192363.55166666687,147758.33333333334,160358.33333333334,154300.0,157200.0,175966.66666666666
75402,-0.280620506965335,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,187722.71916666688,132633.33333333334,139116.66666666666,156016.66666666666,173025.0,190958.33333333334
2878,0.308030239787346,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,236200.36499999996,247000.0,277025.0,293950.0,297325.0
33767,0.175497382198953,True,416150.0,400333.3333333333,393325.0,349925.0,355391.6666666667,374000.0,393158.3333333333,427808.3333333333,470858.3333333333,480000.0,527966.6666666666,538175.0
85253,2.55010251622011,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,267540.0775000003,528846.964166667,1170166.6666666667,1089816.6666666667
98282,0.758895859066687,True,251217.92599999998,259740.69583333342,283800.0,253458.33333333334,258583.33333333334,280958.3333333333,291000.0,304175.0,349525.0,400500.0,423641.6666666667,442108.3333333333
41076,-0.471142799131976,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,116775.0,115108.33333333333,115741.66666666667,114308.33333333333,120433.33333333333,123108.33333333333,129583.33333333333,139600.0
99201,-0.165118688517333,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,216295.2308333334,134525.0,154416.66666666666,220466.66666666666
37938,-0.21042808353552,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,194675.365,176441.66666666666,175450.0,192908.33333333334,207650.0
76574,-0.252394982199907,False,251217.92599999998,226411.61916666682,224630.49916666676,183867.69916666645,102916.66666666667,107166.66666666667,126416.66666666667,146708.33333333334,153008.33333333334,166241.66666666666,183158.33333333334,189383.33333333334
74129,0.109603340292276,True,97870.0,92591.66666666667,87966.66666666667,81491.66666666667,79950.0,77008.33333333333,80016.66666666667,84183.33333333333,90216.66666666667,101391.66666666667,94708.33333333333,103475.0
34951,0.591854419410745,True,112630.0,77825.0,82941.66666666667,73375.0,73858.33333333333,77066.66666666667,85433.33333333333,99666.66666666667,123808.33333333333,140975.0,153100.0,172208.33333333334
54017,-0.1168381856291,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,159271.0583333334,148850.0,172608.33333333334,182633.33333333334,199450.0,219533.33333333334,232516.66666666666
11762,0.84877187213555,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,283990.9466666668,395966.6666666667,406683.3333333333,420550.0,429708.3333333333,466216.6666666667,492591.6666666667,508833.3333333333
60403,-0.334843225593658,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,180078.5708333335,124950.0,135825.0,154558.33333333334,164475.0,159991.66666666666
11946,1.11357186105332,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,237749.99666666673,342266.6666666667,368100.0,428216.6666666667,415641.6666666667,474458.3333333333,476716.6666666667,524241.6666666667
40213,-0.498625546929893,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,87558.33333333333,85625.0,96266.66666666667,109283.33333333333,110408.33333333333,118733.33333333333,124816.66666666667
70507,-0.483770007579668,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,142691.66666666666,146966.66666666666,153300.0,158316.66666666666
84093,0.69980694980695,True,315660.0,296808.3333333333,286083.3333333333,270683.3333333333,281400.0,315858.3333333333,328966.6666666667,344816.6666666667,354716.6666666667,406550.0,444350.0,495391.6666666667
34685,0.276833607151872,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,211499.18083333343,248716.66666666666,273666.6666666667,274908.3333333333,290616.6666666667,314916.6666666667,325533.3333333333,339600.0
2790,0.470327007188558,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,309301.7591666666,340283.3333333333,343441.6666666667,396691.6666666667
1913,0.406076799498833,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,209450.33500000002,239708.33333333334,257100.0,268625.0,280525.0,284433.3333333333,314458.3333333333,346141.6666666667
33635,-0.00133636718109796,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,234482.40583333359,218575.0,232633.33333333334,244900.0,264208.3333333333,269208.3333333333
2066,0.245421245421245,True,446840.0,431716.6666666667,437791.6666666667,437983.3333333333,418158.3333333333,444608.3333333333,466141.6666666667,473108.3333333333,497791.6666666667,533216.6666666666,564175.0,596325.0
98136,1.54772499856365,True,251217.92599999998,226411.61916666682,265295.4408333333,367916.6666666667,390600.0,427000.0,434533.3333333333,482533.3333333333,564700.0,625900.0,720575.0,722566.6666666666
94563,0.297775442284113,True,1106060.0,925041.6666666666,964550.0,868808.3333333334,947191.6666666666,1076016.6666666667,1183900.0,1276825.0,1346691.6666666667,1369800.0,1430350.0,1472316.6666666667
30153,-0.47077141064822,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,211564.04416666672,94966.66666666667,109958.33333333333,118875.0,134908.33333333334
35040,0.123142250530786,True,131230.0,126866.66666666667,114941.66666666667,101041.66666666667,114108.33333333333,115575.0,115675.0,122675.0,131233.33333333334,133308.33333333334,147300.0,151783.33333333334
90222,0.176503972758229,True,243750.0,129400.0,160658.33333333334,160908.33333333334,158116.66666666666,199891.66666666666,242033.33333333334,267866.6666666667,294033.3333333333,338008.3333333333,377716.6666666667,393700.0
94564,0.360517038777908,True,348050.0,279883.3333333333,270775.0,252308.33333333334,252250.0,310508.3333333333,385358.3333333333,413991.6666666667,456591.6666666667,516925.0,562366.6666666666,573108.3333333334
53185,-0.00579302898616558,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,267540.0775000003,275317.1991666668,270833.3333333333,278200.0
33525,-0.282106060900358,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,267540.0775000003,187833.33333333334,196983.33333333334,222941.66666666666
33777,-0.203743090827919,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,137875.33500000005,114700.0,115950.0,129975.0,145741.66666666666,170233.33333333334,174908.33333333334,188783.33333333334
1603,-0.155833976423442,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,255628.10250000004,239052.80250000017,170725.0,200675.0,214266.66666666666
54981,-0.399464821767138,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,166530.21833333347,122766.66666666667,144391.66666666666,138775.0,142941.66666666666,158283.33333333334
78070,0.449529252098243,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,244018.62500000032,294954.73750000005,357108.3333333333,376550.0,388091.6666666667,405450.0
67206,-0.0225055107551691,False,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,231262.91083333353,221846.12083333347,230316.66666666666,222458.33333333334,222650.0,246108.33333333334,233108.33333333334
7735,0.0046058485589922,True,251217.92599999998,226411.61916666682,224630.49916666676,211956.01999999984,212173.5833333333,191575.9591666667,201991.66666666666,208508.33333333334,204341.66666666666,210783.33333333334,229758.33333333334,260725.0
98408,0.370262390670554,True,184280.0,161658.33333333334,138158.33333333334,120133.33333333333,108100.0,131733.33333333334,136916.66666666666,155350.0,185758.33333333334,217641.66666666666,250600.0,271366.6666666667
