,school_district,Zip_code,Rank,State
65707,HOUSTON INDEPENDENT SCHOOL DISTRICT,77023,362.0,Minnesota
65708,HOUSTON INDEPENDENT SCHOOL DISTRICT,77024,362.0,Minnesota
65710,HOUSTON INDEPENDENT SCHOOL DISTRICT,77025,362.0,Minnesota
65711,HOUSTON INDEPENDENT SCHOOL DISTRICT,77026,362.0,Minnesota
65712,HOUSTON INDEPENDENT SCHOOL DISTRICT,77027,362.0,Minnesota
65713,HOUSTON INDEPENDENT SCHOOL DISTRICT,77028,362.0,Minnesota
65715,HOUSTON INDEPENDENT SCHOOL DISTRICT,77029,362.0,Minnesota
65716,HOUSTON INDEPENDENT SCHOOL DISTRICT,77030,362.0,Minnesota
65718,HOUSTON INDEPENDENT SCHOOL DISTRICT,77031,362.0,Minnesota
65720,HOUSTON INDEPENDENT SCHOOL DISTRICT,77033,362.0,Minnesota
65723,HOUSTON INDEPENDENT SCHOOL DISTRICT,77035,362.0,Minnesota
65725,HOUSTON INDEPENDENT SCHOOL DISTRICT,77036,362.0,Minnesota
65727,HOUSTON INDEPENDENT SCHOOL DISTRICT,77037,362.0,Minnesota
65737,HOUSTON INDEPENDENT SCHOOL DISTRICT,77042,362.0,Minnesota
65744,HOUSTON INDEPENDENT SCHOOL DISTRICT,77044,362.0,Minnesota
65748,HOUSTON INDEPENDENT SCHOOL DISTRICT,77045,362.0,Minnesota
65749,HOUSTON INDEPENDENT SCHOOL DISTRICT,77046,362.0,Minnesota
65750,HOUSTON INDEPENDENT SCHOOL DISTRICT,77047,362.0,Minnesota
65751,HOUSTON INDEPENDENT SCHOOL DISTRICT,77048,362.0,Minnesota
65756,HOUSTON INDEPENDENT SCHOOL DISTRICT,77049,362.0,Minnesota
65758,HOUSTON INDEPENDENT SCHOOL DISTRICT,77050,362.0,Minnesota
65759,HOUSTON INDEPENDENT SCHOOL DISTRICT,77051,362.0,Minnesota
65761,HOUSTON INDEPENDENT SCHOOL DISTRICT,77053,362.0,Minnesota
65762,HOUSTON INDEPENDENT SCHOOL DISTRICT,77054,362.0,Minnesota
65764,HOUSTON INDEPENDENT SCHOOL DISTRICT,77055,362.0,Minnesota
65766,HOUSTON INDEPENDENT SCHOOL DISTRICT,77056,362.0,Minnesota
65768,HOUSTON INDEPENDENT SCHOOL DISTRICT,77057,362.0,Minnesota
65777,HOUSTON INDEPENDENT SCHOOL DISTRICT,77061,362.0,Minnesota
65781,HOUSTON INDEPENDENT SCHOOL DISTRICT,77063,362.0,Minnesota
65800,HOUSTON INDEPENDENT SCHOOL DISTRICT,77071,362.0,Minnesota
65805,HOUSTON INDEPENDENT SCHOOL DISTRICT,77074,362.0,Minnesota
65806,HOUSTON INDEPENDENT SCHOOL DISTRICT,77075,362.0,Minnesota
65808,HOUSTON INDEPENDENT SCHOOL DISTRICT,77076,362.0,Minnesota
65810,HOUSTON INDEPENDENT SCHOOL DISTRICT,77077,362.0,Minnesota
65812,HOUSTON INDEPENDENT SCHOOL DISTRICT,77078,362.0,Minnesota
65814,HOUSTON INDEPENDENT SCHOOL DISTRICT,77079,362.0,Minnesota
65819,HOUSTON INDEPENDENT SCHOOL DISTRICT,77081,362.0,Minnesota
65827,HOUSTON INDEPENDENT SCHOOL DISTRICT,77085,362.0,Minnesota
65831,HOUSTON INDEPENDENT SCHOOL DISTRICT,77087,362.0,Minnesota
65834,HOUSTON INDEPENDENT SCHOOL DISTRICT,77088,362.0,Minnesota
65837,HOUSTON INDEPENDENT SCHOOL DISTRICT,77089,362.0,Minnesota
65842,HOUSTON INDEPENDENT SCHOOL DISTRICT,77091,362.0,Minnesota
65845,HOUSTON INDEPENDENT SCHOOL DISTRICT,77092,362.0,Minnesota
65848,HOUSTON INDEPENDENT SCHOOL DISTRICT,77093,362.0,Minnesota
65852,HOUSTON INDEPENDENT SCHOOL DISTRICT,77096,362.0,Minnesota
65853,HOUSTON INDEPENDENT SCHOOL DISTRICT,77098,362.0,Minnesota
65856,HOUSTON INDEPENDENT SCHOOL DISTRICT,77099,362.0,Minnesota
65857,HOUSTON INDEPENDENT SCHOOL DISTRICT,77201,362.0,Minnesota
65869,MONTGOMERY INDEPENDENT SCHOOL DISTRICT,77316,52.0,New Jersey
65871,MONTGOMERY INDEPENDENT SCHOOL DISTRICT,77318,52.0,New Jersey
65876,LIVINGSTON INDEPENDENT SCHOOL DISTRICT,77326,53.0,New Jersey
65891,LIVINGSTON INDEPENDENT SCHOOL DISTRICT,77335,53.0,New Jersey
65914,LIVINGSTON INDEPENDENT SCHOOL DISTRICT,77351,53.0,New Jersey
65919,MONTGOMERY INDEPENDENT SCHOOL DISTRICT,77354,52.0,New Jersey
65925,MONTGOMERY INDEPENDENT SCHOOL DISTRICT,77356,52.0,New Jersey
65939,LIVINGSTON INDEPENDENT SCHOOL DISTRICT,77360,53.0,New Jersey
65992,HOUSTON INDEPENDENT SCHOOL DISTRICT,77396,362.0,Minnesota
65995,HOUSTON INDEPENDENT SCHOOL DISTRICT,77401,362.0,Minnesota
66124,HOUSTON INDEPENDENT SCHOOL DISTRICT,77477,362.0,Minnesota
66155,HOUSTON INDEPENDENT SCHOOL DISTRICT,77489,362.0,Minnesota
66174,HOUSTON INDEPENDENT SCHOOL DISTRICT,77506,362.0,Minnesota
66186,FRIENDSWOOD INDEPENDENT SCHOOL DISTRICT,77511,419.0,Texas
66242,FRIENDSWOOD INDEPENDENT SCHOOL DISTRICT,77546,419.0,Texas
66244,HOUSTON INDEPENDENT SCHOOL DISTRICT,77547,362.0,Minnesota
66281,FRIENDSWOOD INDEPENDENT SCHOOL DISTRICT,77573,419.0,Texas
66297,FRIENDSWOOD INDEPENDENT SCHOOL DISTRICT,77581,419.0,Texas
66329,NEWTON INDEPENDENT SCHOOL DISTRICT,77612,23.0,Massachusetts
66426,FRANKLIN INDEPENDENT SCHOOL DISTRICT,77808,93.0,Massachusetts
66427,FRANKLIN INDEPENDENT SCHOOL DISTRICT,77808,400.0,Wisconsin
66456,LEXINGTON INDEPENDENT SCHOOL DISTRICT,77853,3.0,Massachusetts
66462,FRANKLIN INDEPENDENT SCHOOL DISTRICT,77856,93.0,Massachusetts
66463,FRANKLIN INDEPENDENT SCHOOL DISTRICT,77856,400.0,Wisconsin
66471,FRANKLIN INDEPENDENT SCHOOL DISTRICT,77859,93.0,Massachusetts
66472,FRANKLIN INDEPENDENT SCHOOL DISTRICT,77859,400.0,Wisconsin
66498,MONTGOMERY INDEPENDENT SCHOOL DISTRICT,77873,52.0,New Jersey
66761,FALLS CITY INDEPENDENT SCHOOL DISTRICT,78113,57.0,Texas
66770,FALLS CITY INDEPENDENT SCHOOL DISTRICT,78116,57.0,Texas
66773,FALLS CITY INDEPENDENT SCHOOL DISTRICT,78117,57.0,Texas
66775,FALLS CITY INDEPENDENT SCHOOL DISTRICT,78118,57.0,Texas
67009,PORT ARANSAS INDEPENDENT SCHOOL DISTRICT,78335,445.0,Texas
67066,PORT ARANSAS INDEPENDENT SCHOOL DISTRICT,78373,445.0,Texas
67151,PORT ARANSAS INDEPENDENT SCHOOL DISTRICT,78418,445.0,Texas
67352,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78620,136.0,Texas
67357,LEXINGTON INDEPENDENT SCHOOL DISTRICT,78621,3.0,Massachusetts
67369,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,78626,469.0,Massachusetts
67374,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,78628,469.0,Massachusetts
67396,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,78633,469.0,Massachusetts
67399,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,78634,469.0,Massachusetts
67419,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78641,136.0,Texas
67425,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,78642,469.0,Massachusetts
67437,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78645,136.0,Texas
67447,LEXINGTON INDEPENDENT SCHOOL DISTRICT,78650,3.0,Massachusetts
67458,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78654,136.0,Texas
67472,LEXINGTON INDEPENDENT SCHOOL DISTRICT,78659,3.0,Massachusetts
67499,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78669,136.0,Texas
67515,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,78681,469.0,Massachusetts
67521,EANES INDEPENDENT SCHOOL DISTRICT,78703,83.0,Texas
67523,EANES INDEPENDENT SCHOOL DISTRICT,78704,83.0,Texas
67548,EANES INDEPENDENT SCHOOL DISTRICT,78730,83.0,Texas
67551,EANES INDEPENDENT SCHOOL DISTRICT,78732,83.0,Texas
67552,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78732,136.0,Texas
67554,EANES INDEPENDENT SCHOOL DISTRICT,78733,83.0,Texas
67555,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78733,136.0,Texas
67557,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78734,136.0,Texas
67560,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78735,136.0,Texas
67563,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78736,136.0,Texas
67568,EANES INDEPENDENT SCHOOL DISTRICT,78738,83.0,Texas
67569,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT,78738,136.0,Texas
67580,EANES INDEPENDENT SCHOOL DISTRICT,78746,83.0,Texas
67723,LEXINGTON INDEPENDENT SCHOOL DISTRICT,78947,3.0,Massachusetts
67726,LEXINGTON INDEPENDENT SCHOOL DISTRICT,78948,3.0,Massachusetts
68144,KLONDIKE INDEPENDENT SCHOOL DISTRICT,79331,78.0,Texas
68197,WILSON INDEPENDENT SCHOOL DISTRICT,79356,494.0,Pennsylvania
68222,WILSON INDEPENDENT SCHOOL DISTRICT,79364,494.0,Pennsylvania
68242,WILSON INDEPENDENT SCHOOL DISTRICT,79373,494.0,Pennsylvania
68256,WILSON INDEPENDENT SCHOOL DISTRICT,79381,494.0,Pennsylvania
68293,WILSON INDEPENDENT SCHOOL DISTRICT,79423,494.0,Pennsylvania
68486,KLONDIKE INDEPENDENT SCHOOL DISTRICT,79713,78.0,Texas
68522,KLONDIKE INDEPENDENT SCHOOL DISTRICT,79748,78.0,Texas
68524,GRADY INDEPENDENT SCHOOL DISTRICT,79749,263.0,Texas
68525,KLONDIKE INDEPENDENT SCHOOL DISTRICT,79749,78.0,Texas
68560,GRADY INDEPENDENT SCHOOL DISTRICT,79782,263.0,Texas
68561,KLONDIKE INDEPENDENT SCHOOL DISTRICT,79782,78.0,Texas
68564,GRADY INDEPENDENT SCHOOL DISTRICT,79783,263.0,Texas
68565,KLONDIKE INDEPENDENT SCHOOL DISTRICT,79783,78.0,Texas
70663,TROY HIGH SCHOOL DISTRICT,83805,217.0,Michigan
70722,TROY HIGH SCHOOL DISTRICT,83845,217.0,Michigan
71466,GILBERT UNIFIED DISTRICT,85204,4.0,Arizona
71469,GILBERT UNIFIED DISTRICT,85206,4.0,Arizona
71472,GILBERT UNIFIED DISTRICT,85208,4.0,Arizona
71474,GILBERT UNIFIED DISTRICT,85209,4.0,Arizona
71476,GILBERT UNIFIED DISTRICT,85210,4.0,Arizona
71478,GILBERT UNIFIED DISTRICT,85212,4.0,Arizona
71488,GILBERT UNIFIED DISTRICT,85225,4.0,Arizona
71494,GILBERT UNIFIED DISTRICT,85233,4.0,Arizona
71495,GILBERT UNIFIED DISTRICT,85234,4.0,Arizona
71554,GILBERT UNIFIED DISTRICT,85295,4.0,Arizona
71556,GILBERT UNIFIED DISTRICT,85296,4.0,Arizona
71559,GILBERT UNIFIED DISTRICT,85297,4.0,Arizona
71584,DYSART UNIFIED DISTRICT,85307,74.0,Arizona
71594,DYSART UNIFIED DISTRICT,85309,74.0,Arizona
71627,LIBERTY ELEMENTARY DISTRICT,85326,69.0,California
71646,DYSART UNIFIED DISTRICT,85335,74.0,Arizona
71658,LIBERTY ELEMENTARY DISTRICT,85338,69.0,California
71673,LIBERTY ELEMENTARY DISTRICT,85340,69.0,California
71716,DYSART UNIFIED DISTRICT,85351,74.0,Arizona
71730,DYSART UNIFIED DISTRICT,85355,74.0,Arizona
71742,DYSART UNIFIED DISTRICT,85361,74.0,Arizona
71749,DYSART UNIFIED DISTRICT,85363,74.0,Arizona
71768,DYSART UNIFIED DISTRICT,85373,74.0,Arizona
71770,DYSART UNIFIED DISTRICT,85374,74.0,Arizona
71772,DYSART UNIFIED DISTRICT,85375,74.0,Arizona
71776,DYSART UNIFIED DISTRICT,85379,74.0,Arizona
71782,DYSART UNIFIED DISTRICT,85387,74.0,Arizona
71786,DYSART UNIFIED DISTRICT,85388,74.0,Arizona
71800,LIBERTY ELEMENTARY DISTRICT,85395,69.0,California
71805,LIBERTY ELEMENTARY DISTRICT,85396,69.0,California
71991,TANQUE VERDE UNIFIED DISTRICT,85641,120.0,Arizona
72048,CATALINA FOOTHILLS UNIFIED DISTRICT,85718,485.0,Arizona
72056,TANQUE VERDE UNIFIED DISTRICT,85730,120.0,Arizona
72087,TANQUE VERDE UNIFIED DISTRICT,85748,120.0,Arizona
72089,CATALINA FOOTHILLS UNIFIED DISTRICT,85749,485.0,Arizona
72090,TANQUE VERDE UNIFIED DISTRICT,85749,120.0,Arizona
72092,CATALINA FOOTHILLS UNIFIED DISTRICT,85750,485.0,Arizona
72110,ROUND VALLEY UNIFIED DISTRICT,85920,358.0,Arizona
72117,ROUND VALLEY UNIFIED DISTRICT,85924,358.0,Arizona
72119,ROUND VALLEY UNIFIED DISTRICT,85925,358.0,Arizona
72121,ROUND VALLEY UNIFIED DISTRICT,85927,358.0,Arizona
72128,ROUND VALLEY UNIFIED DISTRICT,85930,358.0,Arizona
72132,ROUND VALLEY UNIFIED DISTRICT,85932,358.0,Arizona
72139,ROUND VALLEY UNIFIED DISTRICT,85936,358.0,Arizona
72144,ROUND VALLEY UNIFIED DISTRICT,85938,358.0,Arizona
72150,ROUND VALLEY UNIFIED DISTRICT,85941,358.0,Arizona
72701,LOS ALAMOS PUBLIC SCHOOLS,87544,309.0,New Mexico
72909,MELROSE PUBLIC SCHOOLS,88101,233.0,Massachusetts
72927,MELROSE PUBLIC SCHOOLS,88120,233.0,Massachusetts
72936,MELROSE PUBLIC SCHOOLS,88124,233.0,Massachusetts
73075,CLAYTON PUBLIC SCHOOLS,88410,162.0,Missouri
73080,CLAYTON PUBLIC SCHOOLS,88415,162.0,Missouri
73085,CLAYTON PUBLIC SCHOOLS,88418,162.0,Missouri
73087,CLAYTON PUBLIC SCHOOLS,88419,162.0,Missouri
73091,CLAYTON PUBLIC SCHOOLS,88422,162.0,Missouri
73094,CLAYTON PUBLIC SCHOOLS,88424,162.0,Missouri
73102,MELROSE PUBLIC SCHOOLS,88427,233.0,Massachusetts
73114,CLAYTON PUBLIC SCHOOLS,88436,162.0,Missouri
73376,SOUTH PASADENA UNIFIED SCHOOL DISTRICT,90042,390.0,California
73468,MANHATTAN BEACH UNIFIED SCHOOL DISTRICT,90254,176.0,California
73470,HERMOSA BEACH CITY ELEMENTARY SCHOOL DISTRICT,90254,76.0,California
73487,MANHATTAN BEACH UNIFIED SCHOOL DISTRICT,90266,176.0,California
73492,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT,90274,360.0,California
73494,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT,90275,360.0,California
73543,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT,90505,360.0,California
73602,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90630,414.0,California
73670,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90720,414.0,California
73678,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT,90732,360.0,California
73681,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90740,414.0,California
73685,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90742,414.0,California
73686,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90743,414.0,California
73707,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90808,414.0,California
73714,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,90815,414.0,California
73718,ARCADIA UNIFIED SCHOOL DISTRICT,91006,177.0,California
73722,ARCADIA UNIFIED SCHOOL DISTRICT,91007,177.0,California
73736,ARCADIA UNIFIED SCHOOL DISTRICT,91016,177.0,California
73742,ARCADIA UNIFIED SCHOOL DISTRICT,91024,177.0,California
73746,SOUTH PASADENA UNIFIED SCHOOL DISTRICT,91030,390.0,California
73759,SOUTH PASADENA UNIFIED SCHOOL DISTRICT,91105,390.0,California
73761,SAN MARINO UNIFIED SCHOOL DISTRICT,91106,123.0,California
73762,SOUTH PASADENA UNIFIED SCHOOL DISTRICT,91106,390.0,California
73764,SAN MARINO UNIFIED SCHOOL DISTRICT,91107,123.0,California
73766,SAN MARINO UNIFIED SCHOOL DISTRICT,91108,123.0,California
74055,SAN MARINO UNIFIED SCHOOL DISTRICT,91775,123.0,California
74064,ARCADIA UNIFIED SCHOOL DISTRICT,91780,177.0,California
74090,SOUTH PASADENA UNIFIED SCHOOL DISTRICT,91801,390.0,California
74873,IRVINE UNIFIED SCHOOL DISTRICT,92602,289.0,California
74876,IRVINE UNIFIED SCHOOL DISTRICT,92603,289.0,California
74877,IRVINE UNIFIED SCHOOL DISTRICT,92604,289.0,California
74880,IRVINE UNIFIED SCHOOL DISTRICT,92606,289.0,California
74883,IRVINE UNIFIED SCHOOL DISTRICT,92610,289.0,California
74885,IRVINE UNIFIED SCHOOL DISTRICT,92612,289.0,California
74887,IRVINE UNIFIED SCHOOL DISTRICT,92614,289.0,California
74889,IRVINE UNIFIED SCHOOL DISTRICT,92617,289.0,California
74891,IRVINE UNIFIED SCHOOL DISTRICT,92618,289.0,California
74894,IRVINE UNIFIED SCHOOL DISTRICT,92620,289.0,California
74904,IRVINE UNIFIED SCHOOL DISTRICT,92630,289.0,California
74920,LOS ALAMITOS UNIFIED SCHOOL DISTRICT,92649,414.0,California
74936,IRVINE UNIFIED SCHOOL DISTRICT,92657,289.0,California
74939,IRVINE UNIFIED SCHOOL DISTRICT,92660,289.0,California
74990,IRVINE UNIFIED SCHOOL DISTRICT,92780,289.0,California
74993,IRVINE UNIFIED SCHOOL DISTRICT,92782,289.0,California
75528,LIBERTY ELEMENTARY SCHOOL DISTRICT,93274,69.0,California
75543,LIBERTY ELEMENTARY SCHOOL DISTRICT,93277,69.0,California
75590,LIBERTY ELEMENTARY SCHOOL DISTRICT,93292,69.0,California
76224,CARMEL UNIFIED SCHOOL DISTRICT,93908,363.0,California
76235,CARMEL UNIFIED SCHOOL DISTRICT,93920,363.0,California
76239,CARMEL UNIFIED SCHOOL DISTRICT,93921,363.0,California
76240,CARMEL UNIFIED SCHOOL DISTRICT,93923,363.0,California
76243,CARMEL UNIFIED SCHOOL DISTRICT,93924,363.0,California
76259,CARMEL UNIFIED SCHOOL DISTRICT,93927,363.0,California
76289,CARMEL UNIFIED SCHOOL DISTRICT,93953,363.0,California
76300,CARMEL UNIFIED SCHOOL DISTRICT,93960,363.0,California
76348,PALO ALTO UNIFIED SCHOOL DISTRICT,94022,48.0,California
76365,PALO ALTO UNIFIED SCHOOL DISTRICT,94028,48.0,California
76382,PALO ALTO UNIFIED SCHOOL DISTRICT,94043,48.0,California
76483,PALO ALTO UNIFIED SCHOOL DISTRICT,94301,48.0,California
76486,PALO ALTO UNIFIED SCHOOL DISTRICT,94303,48.0,California
76489,PALO ALTO UNIFIED SCHOOL DISTRICT,94304,48.0,California
76490,PALO ALTO UNIFIED SCHOOL DISTRICT,94305,48.0,California
76494,PALO ALTO UNIFIED SCHOOL DISTRICT,94306,48.0,California
76519,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94506,250.0,California
76522,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94507,250.0,California
76559,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94517,250.0,California
76570,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94526,250.0,California
76571,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94528,250.0,California
76585,FREMONT UNIFIED SCHOOL DISTRICT,94536,316.0,California
76586,FREMONT UNIFIED SCHOOL DISTRICT,94538,316.0,California
76588,FREMONT UNIFIED SCHOOL DISTRICT,94539,316.0,California
76616,PLEASANTON UNIFIED SCHOOL DISTRICT,94550,335.0,California
76625,PLEASANTON UNIFIED SCHOOL DISTRICT,94551,335.0,California
76630,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94551,250.0,California
76632,PLEASANTON UNIFIED SCHOOL DISTRICT,94552,335.0,California
76642,FREMONT UNIFIED SCHOOL DISTRICT,94555,316.0,California
76652,FREMONT UNIFIED SCHOOL DISTRICT,94560,316.0,California
76668,PLEASANTON UNIFIED SCHOOL DISTRICT,94566,335.0,California
76676,PLEASANTON UNIFIED SCHOOL DISTRICT,94568,335.0,California
76706,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94582,250.0,California
76707,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94583,250.0,California
76711,PLEASANTON UNIFIED SCHOOL DISTRICT,94586,335.0,California
76716,FREMONT UNIFIED SCHOOL DISTRICT,94587,316.0,California
76718,PLEASANTON UNIFIED SCHOOL DISTRICT,94588,335.0,California
76722,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94588,250.0,California
76735,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94596,250.0,California
76743,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,94598,250.0,California
76750,PIEDMONT CITY UNIFIED SCHOOL DISTRICT,94602,111.0,California
76766,PIEDMONT CITY UNIFIED SCHOOL DISTRICT,94610,111.0,California
76773,PIEDMONT CITY UNIFIED SCHOOL DISTRICT,94611,111.0,California
76778,PIEDMONT CITY UNIFIED SCHOOL DISTRICT,94618,111.0,California
76858,LIBERTY ELEMENTARY SCHOOL DISTRICT,94931,69.0,California
76907,LIBERTY ELEMENTARY SCHOOL DISTRICT,94951,69.0,California
76920,LIBERTY ELEMENTARY SCHOOL DISTRICT,94952,69.0,California
77056,FREMONT UNIFIED SCHOOL DISTRICT,95035,316.0,California
77747,ROUND VALLEY UNIFIED SCHOOL DISTRICT,95428,358.0,Arizona
77748,ROUND VALLEY UNIFIED SCHOOL DISTRICT,95429,358.0,Arizona
77822,ROUND VALLEY UNIFIED SCHOOL DISTRICT,95454,358.0,Arizona
77865,ROUND VALLEY UNIFIED SCHOOL DISTRICT,95469,358.0,Arizona
77910,ROUND VALLEY UNIFIED SCHOOL DISTRICT,95490,358.0,Arizona
79326,LAKE OSWEGO SCHOOL DISTRICT 7J,97034,108.0,Oregon
79328,RIVERDALE SCHOOL DISTRICT 51J,97034,87.0,Oregon
79330,LAKE OSWEGO SCHOOL DISTRICT 7J,97035,108.0,Oregon
79376,SHERWOOD SCHOOL DISTRICT 88J,97062,486.0,Oregon
79386,LAKE OSWEGO SCHOOL DISTRICT 7J,97068,108.0,Oregon
79390,SHERWOOD SCHOOL DISTRICT 88J,97070,486.0,Oregon
79477,SHERWOOD SCHOOL DISTRICT 88J,97132,486.0,Oregon
79495,SHERWOOD SCHOOL DISTRICT 88J,97140,486.0,Oregon
79536,LAKE OSWEGO SCHOOL DISTRICT 7J,97219,108.0,Oregon
79538,RIVERDALE SCHOOL DISTRICT 51J,97219,87.0,Oregon
80303,BELLEVUE SCHOOL DISTRICT,98004,189.0,Washington
80304,LAKE WASHINGTON SCHOOL DISTRICT,98004,164.0,Washington
80305,MERCER ISLAND SCHOOL DISTRICT,98004,54.0,Washington
80306,BELLEVUE SCHOOL DISTRICT,98005,189.0,Washington
80307,LAKE WASHINGTON SCHOOL DISTRICT,98005,164.0,Washington
80308,BELLEVUE SCHOOL DISTRICT,98006,189.0,Washington
80309,ISSAQUAH SCHOOL DISTRICT,98006,202.0,Washington
80310,MERCER ISLAND SCHOOL DISTRICT,98006,54.0,Washington
80312,BELLEVUE SCHOOL DISTRICT,98007,189.0,Washington
80313,LAKE WASHINGTON SCHOOL DISTRICT,98007,164.0,Washington
80314,BELLEVUE SCHOOL DISTRICT,98008,189.0,Washington
80315,ISSAQUAH SCHOOL DISTRICT,98008,202.0,Washington
80316,LAKE WASHINGTON SCHOOL DISTRICT,98008,164.0,Washington
80320,TAHOMA SCHOOL DISTRICT,98010,373.0,Washington
80321,LAKE WASHINGTON SCHOOL DISTRICT,98011,164.0,Washington
80322,NORTHSHORE SCHOOL DISTRICT,98011,330.0,Washington
80326,NORTHSHORE SCHOOL DISTRICT,98012,330.0,Washington
80328,SNOQUALMIE VALLEY SCHOOL DISTRICT,98014,182.0,Washington
80332,NORTHSHORE SCHOOL DISTRICT,98021,330.0,Washington
80337,ISSAQUAH SCHOOL DISTRICT,98024,202.0,Washington
80339,SNOQUALMIE VALLEY SCHOOL DISTRICT,98024,182.0,Washington
80342,BELLEVUE SCHOOL DISTRICT,98027,189.0,Washington
80343,ISSAQUAH SCHOOL DISTRICT,98027,202.0,Washington
80344,SNOQUALMIE VALLEY SCHOOL DISTRICT,98027,182.0,Washington
80345,TAHOMA SCHOOL DISTRICT,98027,373.0,Washington
80346,NORTHSHORE SCHOOL DISTRICT,98028,330.0,Washington
80347,ISSAQUAH SCHOOL DISTRICT,98029,202.0,Washington
80357,BELLEVUE SCHOOL DISTRICT,98033,189.0,Washington
80358,LAKE WASHINGTON SCHOOL DISTRICT,98033,164.0,Washington
80359,LAKE WASHINGTON SCHOOL DISTRICT,98034,164.0,Washington
80360,NORTHSHORE SCHOOL DISTRICT,98034,330.0,Washington
80362,NORTHSHORE SCHOOL DISTRICT,98036,330.0,Washington
80365,ISSAQUAH SCHOOL DISTRICT,98038,202.0,Washington
80367,SNOQUALMIE VALLEY SCHOOL DISTRICT,98038,182.0,Washington
80368,TAHOMA SCHOOL DISTRICT,98038,373.0,Washington
80369,BELLEVUE SCHOOL DISTRICT,98039,189.0,Washington
80370,LAKE WASHINGTON SCHOOL DISTRICT,98039,164.0,Washington
80371,MERCER ISLAND SCHOOL DISTRICT,98040,54.0,Washington
80374,TAHOMA SCHOOL DISTRICT,98042,373.0,Washington
80379,SNOQUALMIE VALLEY SCHOOL DISTRICT,98045,182.0,Washington
80380,TAHOMA SCHOOL DISTRICT,98045,373.0,Washington
80384,ISSAQUAH SCHOOL DISTRICT,98050,202.0,Washington
80386,TAHOMA SCHOOL DISTRICT,98051,373.0,Washington
80387,BELLEVUE SCHOOL DISTRICT,98052,189.0,Washington
80388,LAKE WASHINGTON SCHOOL DISTRICT,98052,164.0,Washington
80389,NORTHSHORE SCHOOL DISTRICT,98052,330.0,Washington
80390,LAKE WASHINGTON SCHOOL DISTRICT,98053,164.0,Washington
80392,SNOQUALMIE VALLEY SCHOOL DISTRICT,98053,182.0,Washington
80395,BELLEVUE SCHOOL DISTRICT,98056,189.0,Washington
80396,ISSAQUAH SCHOOL DISTRICT,98056,202.0,Washington
80399,ISSAQUAH SCHOOL DISTRICT,98058,202.0,Washington
80402,TAHOMA SCHOOL DISTRICT,98058,373.0,Washington
80403,BELLEVUE SCHOOL DISTRICT,98059,189.0,Washington
80404,ISSAQUAH SCHOOL DISTRICT,98059,202.0,Washington
80406,TAHOMA SCHOOL DISTRICT,98059,373.0,Washington
80407,ISSAQUAH SCHOOL DISTRICT,98065,202.0,Washington
80409,SNOQUALMIE VALLEY SCHOOL DISTRICT,98065,182.0,Washington
80410,TAHOMA SCHOOL DISTRICT,98065,373.0,Washington
80412,EASTON SCHOOL DISTRICT,98068,251.0,Massachusetts
80414,SNOQUALMIE VALLEY SCHOOL DISTRICT,98068,182.0,Washington
